game 2
ply 50|2020100000010020100000000012110120201002000002100220010|4 4 0 0|0 0 0 0|0 0 0 0|1|0||2 4 6 7 8 9 11 13 14 16 18 19 20 21 22 23 24 25 26 31 34 36 38 39 41 42 43 44 45 48 49 52
ply 14|2020100000010120100000000012110120201002000002100220010|3 4 0 0|0 0 0 0|0 0 0 0|2|0||4 6 7 8 9 10 11 13 16 18 19 20 21 22 23 24 25 26 31 34 36 38 41 42 43 44 45 48 49 53 55
ply 44|2020100000010120100000000012110120201002000202100220010|3 3 0 0|0 0 0 0|0 0 0 0|1|0||2 4 6 7 8 9 11 13 16 18 19 20 21 22 23 24 25 26 31 34 36 38 39 41 42 43 45 48 49 52
ply 36|2020100000010120100000000012110120211002000202100220010|2 3 0 0|0 0 0 0|0 0 0 0|2|0||4 6 7 8 9 10 11 13 16 18 19 20 21 22 23 24 25 26 31 34 38 41 42 43 45 48 49 53 55
ply 4|2022100000010120100000000012110120211002000202100220010|2 2 0 0|0 0 0 0|0 0 0 0|1|0||2 6 7 8 9 11 13 16 18 19 20 21 22 23 24 25 26 31 34 38 39 41 42 43 45 48 49 52 72
ply 26|2022100000010120100000000112110120211002000202100220010|1 2 0 0|0 0 0 0|0 0 0 0|2|0||6 7 8 9 11 13 16 18 19 20 21 22 23 24 25 31 34 38 41 42 43 45 48 49 53 55
ply 6|2022120000010120100000000112110120211002000202100220010|1 1 0 0|0 0 0 0|0 0 0 0|1|0||2 7 8 9 11 13 16 18 19 20 21 22 23 24 25 31 34 38 39 41 42 43 45 48 49 52 72 185
ply 48|2022120000010120100000000112110120211002000202110220010|0 1 0 0|0 0 0 0|0 0 0 0|2|0||7 8 9 11 13 16 18 19 20 21 22 23 24 25 31 34 38 41 42 43 45 49 53 55
ply 13|2022120000012120100000000112110120211002000202110220010|0 0 0 0|0 0 0 0|0 0 0 0|1|0||72 185
ply 72|2022020000002120100000000000110000001002000202110220010|6 0 0 0|3 0 0 0|0 3 0 0|2|0||65
